# OS:        Windows 11 (22631) (x86_64)
# CPU:       Intel(R) Core(TM) i9-9900 CPU @ 3.10GHz (8 physical / 16 logical cores, 3096 MHz)
# RAM:       31.8 GiB
# toolchain: rustc 1.96.0 (ac68faa20 2026-05-25)
# fast-tiff-lib: 0.17.0 (path dependency)
# tiff (rust): 0.11 | TinyTIFF: vendored | libtiff: vendored
# libtiff:   LIBTIFF, Version 4.7.2 (vendored)
family,run,format,compression,predictor,strips,bigtiff,width,height,frames,reader,ok,reason,open_us,mean_us,min_us,total_read_ms,mb_s,rel,write_mb_s
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 100 frames",u16,none,false,1,true,256,256,100,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,2833.2
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 100 frames",u16,none,false,1,true,256,256,100,libtiff,true,"",93.900,44.4178,28.5000,4.5482,2814.189,1.1938,2833.2
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 1000 frames",u16,none,false,1,true,256,256,1000,raw,true,"",34.000,17.8394,10.1000,20.2177,7006.945,0.4433,3295.4
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 1000 frames",u16,none,false,1,true,256,256,1000,fast-tiff,true,"",316.200,40.2432,37.7000,41.1719,3106.113,1.0000,3295.4
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 1000 frames",u16,none,false,1,true,256,256,1000,fast-tiff-preload,true,"",285.300,82.0382,82.0382,82.0382,1523.680,2.0386,3295.4
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 1000 frames",u16,none,false,1,true,256,256,1000,tiff-rs,true,"",164.700,88.0252,19.6000,90.6609,1420.048,2.1873,3295.4
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 1000 frames",u16,none,false,1,true,256,256,1000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,3295.4
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 1000 frames",u16,none,false,1,true,256,256,1000,libtiff,true,"",139.500,47.0924,28.8000,48.3862,2654.354,1.1702,3295.4
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 10000 frames",u16,none,false,1,true,256,256,10000,raw,true,"",34.900,17.5120,8.8000,195.9257,7137.949,0.4815,3479.6
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 10000 frames",u16,none,false,1,true,256,256,10000,fast-tiff,true,"",2326.100,36.3727,34.5000,372.6451,3436.647,1.0000,3479.6
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 10000 frames",u16,none,false,1,true,256,256,10000,fast-tiff-preload,true,"",2570.000,136.0591,136.0591,1360.5913,918.718,3.7407,3479.6
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 10000 frames",u16,none,false,1,true,256,256,10000,tiff-rs,true,"",172.900,87.5933,33.5000,916.6726,1427.050,2.4082,3479.6
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 10000 frames",u16,none,false,1,true,256,256,10000,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,3479.6
"256x256 u16 none bigtiff","256x256 u16 none bigtiff / 10000 frames",u16,none,false,1,true,256,256,10000,libtiff,true,"",163.100,46.0934,30.0000,472.8787,2711.884,1.2673,3479.6
"2048x2048 u16 none","2048x2048 u16 none / 1 frames",u16,none,false,1,false,2048,2048,1,raw,true,"",29.500,2226.9000,2226.9000,2.2269,3592.438,1.1805,3331.8
"2048x2048 u16 none","2048x2048 u16 none / 1 frames",u16,none,false,1,false,2048,2048,1,fast-tiff,true,"",64.400,3222.7000,3222.7000,3.2227,2482.391,1.7084,3331.8
"2048x2048 u16 none","2048x2048 u16 none / 1 frames",u16,none,false,1,false,2048,2048,1,fast-tiff-preload,true,"",58.900,6456.0000,6456.0000,6.4560,1239.157,3.4224,3331.8
"2048x2048 u16 none","2048x2048 u16 none / 1 frames",u16,none,false,1,false,2048,2048,1,tiff-rs,true,"",115.000,1886.4000,1886.4000,1.8864,4240.882,1.0000,3331.8
"2048x2048 u16 none","2048x2048 u16 none / 1 frames",u16,none,false,1,false,2048,2048,1,tinytiff,true,"",103.300,1944.5000,1944.5000,1.9445,4114.168,1.0308,3331.8
"2048x2048 u16 none","2048x2048 u16 none / 1 frames",u16,none,false,1,false,2048,2048,1,libtiff,true,"",93.900,2696.7000,2696.7000,2.6967,2966.589,1.4295,3331.8
"2048x2048 u16 none","2048x2048 u16 none / 10 frames",u16,none,false,1,false,2048,2048,10,raw,true,"",46.200,1344.5222,1261.4000,14.3718,5950.069,0.9494,4350.9
"2048x2048 u16 none","2048x2048 u16 none / 10 frames",u16,none,false,1,false,2048,2048,10,fast-tiff,true,"",99.200,2271.4778,2229.4000,23.8684,3521.936,1.6039,4350.9
"2048x2048 u16 none","2048x2048 u16 none / 10 frames",u16,none,false,1,false,2048,2048,10,fast-tiff-preload,true,"",103.200,4735.4100,4735.4100,47.3541,1689.400,3.3436,4350.9
"2048x2048 u16 none","2048x2048 u16 none / 10 frames",u16,none,false,1,false,2048,2048,10,tiff-rs,true,"",146.400,2372.1333,2310.1000,23.8144,3372.492,1.6749,4350.9
"2048x2048 u16 none","2048x2048 u16 none / 10 frames",u16,none,false,1,false,2048,2048,10,tinytiff,true,"",135.400,1416.2556,1328.0000,15.0455,5648.698,1.0000,4350.9
"2048x2048 u16 none","2048x2048 u16 none / 10 frames",u16,none,false,1,false,2048,2048,10,libtiff,true,"",138.200,2325.6333,2176.8000,24.3987,3439.923,1.6421,4350.9
"2048x2048 u16 none","2048x2048 u16 none / 100 frames",u16,none,false,1,false,2048,2048,100,raw,true,"",33.700,1185.1178,1129.9000,121.5538,6750.384,0.9954,4998.9
"2048x2048 u16 none","2048x2048 u16 none / 100 frames",u16,none,false,1,false,2048,2048,100,fast-tiff,true,"",236.500,2150.6122,2041.5000,217.5522,3719.871,1.8063,4998.9
"2048x2048 u16 none","2048x2048 u16 none / 100 frames",u16,none,false,1,false,2048,2048,100,fast-tiff-preload,true,"",138.700,4652.7400,4652.7400,465.2740,1719.417,3.9079,4998.9
"2048x2048 u16 none","2048x2048 u16 none / 100 frames",u16,none,false,1,false,2048,2048,100,tiff-rs,true,"",167.800,2271.2022,2145.3000,228.4399,3522.364,1.9076,4998.9
"2048x2048 u16 none","2048x2048 u16 none / 100 frames",u16,none,false,1,false,2048,2048,100,tinytiff,true,"",160.600,1190.5878,1132.4000,122.8128,6719.370,1.0000,4998.9
"2048x2048 u16 none","2048x2048 u16 none / 100 frames",u16,none,false,1,false,2048,2048,100,libtiff,true,"",253.500,2116.7811,2044.6000,214.1207,3779.323,1.7779,4998.9
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 1 frames",u16,none,false,32,false,2048,2048,1,raw,true,"",30.800,2384.9000,2384.9000,2.3849,3354.438,1.0557,2878.6
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 1 frames",u16,none,false,32,false,2048,2048,1,fast-tiff,true,"",72.200,3439.6000,3439.6000,3.4396,2325.852,1.5226,2878.6
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 1 frames",u16,none,false,32,false,2048,2048,1,fast-tiff-preload,true,"",74.400,8988.3000,8988.3000,8.9883,890.046,3.9789,2878.6
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 1 frames",u16,none,false,32,false,2048,2048,1,tiff-rs,true,"",166.700,2526.4000,2526.4000,2.5264,3166.561,1.1184,2878.6
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 1 frames",u16,none,false,32,false,2048,2048,1,tinytiff,true,"",109.000,2259.0000,2259.0000,2.2590,3541.390,1.0000,2878.6
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 1 frames",u16,none,false,32,false,2048,2048,1,libtiff,true,"",94.700,3476.3000,3476.3000,3.4763,2301.297,1.5389,2878.6
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 10 frames",u16,none,false,32,false,2048,2048,10,raw,true,"",32.400,1401.5444,1296.9000,14.9302,5707.989,0.9306,3702.0
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 10 frames",u16,none,false,32,false,2048,2048,10,fast-tiff,true,"",112.500,2668.2333,2600.3000,27.5832,2998.239,1.7717,3702.0
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 10 frames",u16,none,false,32,false,2048,2048,10,fast-tiff-preload,true,"",145.500,10311.9800,10311.9800,103.1198,775.797,6.8470,3702.0
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 10 frames",u16,none,false,32,false,2048,2048,10,tiff-rs,true,"",149.700,2474.7000,2444.4000,24.9996,3232.715,1.6432,3702.0
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 10 frames",u16,none,false,32,false,2048,2048,10,tinytiff,true,"",144.100,1506.0556,1326.3000,16.3079,5311.889,1.0000,3702.0
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 10 frames",u16,none,false,32,false,2048,2048,10,libtiff,true,"",504.400,2580.5889,2519.6000,31.2900,3100.068,1.7135,3702.0
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 100 frames",u16,none,false,32,false,2048,2048,100,raw,true,"",34.700,1177.2533,1121.0000,120.7305,6795.479,0.9162,3843.1
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 100 frames",u16,none,false,32,false,2048,2048,100,fast-tiff,true,"",321.500,2477.6733,2392.8000,251.0911,3228.836,1.9283,3843.1
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 100 frames",u16,none,false,32,false,2048,2048,100,fast-tiff-preload,true,"",200.500,6524.6480,6524.6480,652.4648,1226.120,5.0780,3843.1
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 100 frames",u16,none,false,32,false,2048,2048,100,tiff-rs,true,"",172.200,2428.8922,2340.2000,245.3988,3293.683,1.8903,3843.1
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 100 frames",u16,none,false,32,false,2048,2048,100,tinytiff,true,"",160.200,1284.8933,1227.7000,131.1640,6226.198,1.0000,3843.1
"2048x2048 u16 none rps64","2048x2048 u16 none rps64 / 100 frames",u16,none,false,32,false,2048,2048,100,libtiff,true,"",270.400,2516.3667,2434.2000,255.0253,3179.187,1.9584,3843.1
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 1 frames",u16,zstd,true,32,false,2048,2048,1,raw,true,"",28.300,2319.4000,2319.4000,2.3194,3449.168,0.2748,428.7
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 1 frames",u16,zstd,true,32,false,2048,2048,1,fast-tiff,true,"",61.000,10133.7000,10133.7000,10.1337,789.445,1.2005,428.7
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 1 frames",u16,zstd,true,32,false,2048,2048,1,fast-tiff-preload,true,"",100.500,14085.3000,14085.3000,14.0853,567.968,1.6686,428.7
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 1 frames",u16,zstd,true,32,false,2048,2048,1,tiff-rs,false,"unsupported error: compression method ZSTD is unsupported",0.000,0.0000,0.0000,0.0000,0.000,0.0000,428.7
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 1 frames",u16,zstd,true,32,false,2048,2048,1,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,428.7
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 1 frames",u16,zstd,true,32,false,2048,2048,1,libtiff,true,"",93.400,8441.5000,8441.5000,8.4415,947.699,1.0000,428.7
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 10 frames",u16,zstd,true,32,false,2048,2048,10,raw,true,"",34.000,1328.5556,1194.5000,14.3568,6021.577,0.1991,430.0
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 10 frames",u16,zstd,true,32,false,2048,2048,10,fast-tiff,true,"",186.800,9101.7556,8924.1000,92.1638,878.951,1.3638,430.0
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 10 frames",u16,zstd,true,32,false,2048,2048,10,fast-tiff-preload,true,"",133.200,6674.0600,6674.0600,66.7406,1198.671,1.0000,430.0
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 10 frames",u16,zstd,true,32,false,2048,2048,10,tiff-rs,false,"unsupported error: compression method ZSTD is unsupported",0.000,0.0000,0.0000,0.0000,0.000,0.0000,430.0
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 10 frames",u16,zstd,true,32,false,2048,2048,10,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,430.0
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 10 frames",u16,zstd,true,32,false,2048,2048,10,libtiff,true,"",93.000,7446.8667,7315.7000,75.4124,1074.277,1.1158,430.0
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 100 frames",u16,zstd,true,32,false,2048,2048,100,raw,true,"",35.300,1176.0411,1141.4000,120.3255,6802.483,0.1846,447.8
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 100 frames",u16,zstd,true,32,false,2048,2048,100,fast-tiff,true,"",286.900,9120.3944,8897.6000,918.2470,877.155,1.4315,447.8
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 100 frames",u16,zstd,true,32,false,2048,2048,100,fast-tiff-preload,true,"",166.300,6371.3390,6371.3390,637.1339,1255.623,1.0000,447.8
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 100 frames",u16,zstd,true,32,false,2048,2048,100,tiff-rs,false,"unsupported error: compression method ZSTD is unsupported",0.000,0.0000,0.0000,0.0000,0.000,0.0000,447.8
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 100 frames",u16,zstd,true,32,false,2048,2048,100,tinytiff,false,"uncompressed single-sample classic TIFF only",0.000,0.0000,0.0000,0.0000,0.000,0.0000,447.8
"2048x2048 u16 zstd+pred","2048x2048 u16 zstd+pred / 100 frames",u16,zstd,true,32,false,2048,2048,100,libtiff,true,"",93.500,7399.0356,7050.7000,746.1825,1081.222,1.1613,447.8
